Frequency (GHz),RE[Y11],IM[Y11],RE[Y12],IM[Y12],RE[Y13],IM[Y13],RE[Y21],IM[Y21],RE[Y22],IM[Y22],RE[Y23],IM[Y23],RE[Y31],IM[Y31],RE[Y32],IM[Y32],RE[Y33],IM[Y33]
0.41,-2.77E-06,-0.586679848,2.7693823003e-6,0.58694851,3.335832095e-11,-8.07E-06,2.7693823003e-6,0.58694851,-2.77E-06,-0.586679511,-3.39E-11,-1.38E-05,3.335832092e-11,-8.07E-06,-3.39E-11,-1.38E-05,1.224041055e-13,3.6626186620e-4
0.4105,-2.75E-06,-0.585964452,2.7541623926e-6,0.586233442,3.330864316e-11,-8.08E-06,2.7541623926e-6,0.586233442,-2.75E-06,-0.585964115,-3.38E-11,-1.38E-05,3.330864331e-11,-8.08E-06,-3.38E-11,-1.38E-05,1.219875039e-13,3.6670864879e-4
0.411,-2.74E-06,-0.585250797,2.7389304950e-6,0.585520114,3.325757600e-11,-8.09E-06,2.7389304950e-6,0.585520114,-2.74E-06,-0.585250459,-3.38E-11,-1.38E-05,3.325757603e-11,-8.09E-06,-3.38E-11,-1.38E-05,1.215595921e-13,3.6715543183e-4
0.4115,-2.72E-06,-0.584538874,2.7236869823e-6,0.584808519,3.320511618e-11,-8.10E-06,2.7236869823e-6,0.584808519,-2.72E-06,-0.584538536,-3.37E-11,-1.39E-05,3.320511611e-11,-8.10E-06,-3.37E-11,-1.39E-05,1.211305032e-13,3.6760221531e-4
0.412,-2.71E-06,-0.583828679,2.7084322911e-6,0.584098651,3.315126480e-11,-8.11E-06,2.7084322911e-6,0.584098651,-2.71E-06,-0.58382834,-3.37E-11,-1.39E-05,3.315126481e-11,-8.11E-06,-3.37E-11,-1.39E-05,1.207037271e-13,3.6804899924e-4
0.4125,-2.69E-06,-0.583120204,2.6931668069e-6,0.583390504,3.309601987e-11,-8.12E-06,2.6931668069e-6,0.583390504,-2.69E-06,-0.583119865,-3.36E-11,-1.39E-05,3.309601991e-11,-8.12E-06,-3.36E-11,-1.39E-05,1.202616636e-13,3.6849578361e-4
0.413,-2.68E-06,-0.582413443,2.6778909566e-6,0.582684071,3.303938118e-11,-8.13E-06,2.6778909566e-6,0.582684071,-2.68E-06,-0.582413104,-3.35E-11,-1.39E-05,3.303938114e-11,-8.13E-06,-3.35E-11,-1.39E-05,1.198256446e-13,3.6894256844e-4
0.4135,-2.66E-06,-0.581708391,2.6626051097e-6,0.581979347,3.298135041e-11,-8.14E-06,2.6626051097e-6,0.581979347,-2.66E-06,-0.581708051,-3.35E-11,-1.39E-05,3.298135038e-11,-8.14E-06,-3.35E-11,-1.39E-05,1.193825722e-13,3.6938935371e-4
0.414,-2.65E-06,-0.581005041,2.6473096783e-6,0.581276324,3.292192482e-11,-8.15E-06,2.6473096783e-6,0.581276324,-2.65E-06,-0.5810047,-3.34E-11,-1.39E-05,3.292192474e-11,-8.15E-06,-3.34E-11,-1.39E-05,1.189393039e-13,3.6983613943e-4
0.4145,-2.63E-06,-0.580303386,2.6320050524e-6,0.580574997,3.286110447e-11,-8.16E-06,2.6320050524e-6,0.580574997,-2.63E-06,-0.580303046,-3.34E-11,-1.40E-05,3.286110447e-11,-8.16E-06,-3.34E-11,-1.40E-05,1.184906318e-13,3.7028292559e-4
0.415,-2.61E-06,-0.579603421,2.6166916323e-6,0.57987536,3.279889067e-11,-8.17E-06,2.6166916323e-6,0.57987536,-2.62E-06,-0.579603081,-3.33E-11,-1.40E-05,3.279889083e-11,-8.17E-06,-3.33E-11,-1.40E-05,1.180401297e-13,3.7072971221e-4
0.4155,-2.60E-06,-0.57890514,2.6013698041e-6,0.579177407,3.273528020e-11,-8.18E-06,2.6013698041e-6,0.579177407,-2.60E-06,-0.578904799,-3.32E-11,-1.40E-05,3.273528014e-11,-8.18E-06,-3.32E-11,-1.40E-05,1.175870352e-13,3.7117649928e-4
0.416,-2.58E-06,-0.578208537,2.5860399396e-6,0.578481131,3.267027602e-11,-8.19E-06,2.5860399396e-6,0.578481131,-2.58E-06,-0.578208195,-3.32E-11,-1.40E-05,3.267027599e-11,-8.19E-06,-3.32E-11,-1.40E-05,1.171294580e-13,3.7162328680e-4
0.4165,-2.57E-06,-0.577513605,2.5707024724e-6,0.577786527,3.260387627e-11,-8.20E-06,2.5707024724e-6,0.577786527,-2.57E-06,-0.577513263,-3.31E-11,-1.40E-05,3.260387635e-11,-8.20E-06,-3.31E-11,-1.40E-05,1.166666512e-13,3.7207007477e-4
0.417,-2.55E-06,-0.576820339,2.5553577191e-6,0.577093589,3.253607991e-11,-8.21E-06,2.5553577191e-6,0.577093589,-2.55E-06,-0.576819997,-3.30E-11,-1.41E-05,3.253607995e-11,-8.21E-06,-3.30E-11,-1.41E-05,1.162045645e-13,3.7251686319e-4
0.4175,-2.54E-06,-0.576128732,2.5400061269e-6,0.57640231,3.246688937e-11,-8.22E-06,2.5400061269e-6,0.57640231,-2.54E-06,-0.57612839,-3.30E-11,-1.41E-05,3.246688938e-11,-8.22E-06,-3.30E-11,-1.41E-05,1.157369227e-13,3.7296365207e-4
0.418,-2.52E-06,-0.57543878,2.5246480171e-6,0.575712684,3.239630249e-11,-8.23E-06,2.5246480171e-6,0.575712684,-2.52E-06,-0.575438436,-3.29E-11,-1.41E-05,3.239630251e-11,-8.23E-06,-3.29E-11,-1.41E-05,1.152653106e-13,3.7341044139e-4
0.4185,-2.51E-06,-0.574750474,2.5092838169e-6,0.575024707,3.232432079e-11,-8.24E-06,2.5092838169e-6,0.575024707,-2.51E-06,-0.574750131,-3.28E-11,-1.41E-05,3.232432081e-11,-8.24E-06,-3.28E-11,-1.41E-05,1.147923731e-13,3.7385723118e-4
0.419,-2.49E-06,-0.574063811,2.4939138959e-6,0.574338371,3.225094297e-11,-8.25E-06,2.4939138959e-6,0.574338371,-2.49E-06,-0.574063467,-3.28E-11,-1.41E-05,3.225094296e-11,-8.25E-06,-3.28E-11,-1.41E-05,1.143152705e-13,3.7430402141e-4
0.4195,-2.48E-06,-0.573378784,2.4785385830e-6,0.573653672,3.217616982e-11,-8.26E-06,2.4785385830e-6,0.573653672,-2.48E-06,-0.573378439,-3.27E-11,-1.41E-05,3.217616965e-11,-8.26E-06,-3.27E-11,-1.41E-05,1.138345089e-13,3.7475081210e-4
0.42,-2.46E-06,-0.572695386,2.4631582886e-6,0.572970602,3.210000297e-11,-8.27E-06,2.4631582886e-6,0.572970602,-2.46E-06,-0.572695041,-3.26E-11,-1.42E-05,3.210000288e-11,-8.27E-06,-3.26E-11,-1.42E-05,1.133528475e-13,3.7519760325e-4
0.4205,-2.45E-06,-0.572013613,2.4477733730e-6,0.572289157,3.202244082e-11,-8.28E-06,2.4477733730e-6,0.572289157,-2.45E-06,-0.572013268,-3.25E-11,-1.42E-05,3.202244085e-11,-8.28E-06,-3.25E-11,-1.42E-05,1.128641386e-13,3.7564439485e-4
0.421,-2.43E-06,-0.571333459,2.4323842013e-6,0.57160933,3.194348217e-11,-8.29E-06,2.4323842013e-6,0.57160933,-2.43E-06,-0.571333113,-3.24E-11,-1.42E-05,3.194348222e-11,-8.29E-06,-3.24E-11,-1.42E-05,1.123767823e-13,3.7609118690e-4
0.4215,-2.42E-06,-0.570654918,2.4169911487e-6,0.570931116,3.186313122e-11,-8.30E-06,2.4169911487e-6,0.570931116,-2.42E-06,-0.570654571,-3.24E-11,-1.42E-05,3.186313120e-11,-8.30E-06,-3.24E-11,-1.42E-05,1.118824318e-13,3.7653797942e-4
0.422,-2.40E-06,-0.569977983,2.4015945611e-6,0.57025451,3.178138478e-11,-8.31E-06,2.4015945611e-6,0.57025451,-2.40E-06,-0.569977637,-3.23E-11,-1.42E-05,3.178138477e-11,-8.31E-06,-3.23E-11,-1.42E-05,1.113928634e-13,3.7698477239e-4
0.4225,-2.38E-06,-0.56930265,2.3861948253e-6,0.569579504,3.169824596e-11,-8.32E-06,2.3861948253e-6,0.569579504,-2.38E-06,-0.569302303,-3.22E-11,-1.42E-05,3.169824588e-11,-8.32E-06,-3.22E-11,-1.42E-05,1.108931298e-13,3.7743156582e-4
0.423,-2.37E-06,-0.568628913,2.3707922684e-6,0.568906095,3.161371363e-11,-8.33E-06,2.3707922684e-6,0.568906095,-2.37E-06,-0.568628566,-3.21E-11,-1.43E-05,3.161371359e-11,-8.33E-06,-3.21E-11,-1.43E-05,1.103861456e-13,3.7787835970e-4
0.4235,-2.35E-06,-0.567956766,2.3553872764e-6,0.568234275,3.152778876e-11,-8.34E-06,2.3553872764e-6,0.568234275,-2.35E-06,-0.567956418,-3.20E-11,-1.43E-05,3.152778873e-11,-8.34E-06,-3.20E-11,-1.43E-05,1.098837026e-13,3.7832515405e-4
0.424,-2.34E-06,-0.567286203,2.3399801822e-6,0.56756404,3.144047037e-11,-8.35E-06,2.3399801822e-6,0.56756404,-2.34E-06,-0.567285855,-3.19E-11,-1.43E-05,3.144047039e-11,-8.35E-06,-3.19E-11,-1.43E-05,1.093809495e-13,3.7877194885e-4
0.4245,-2.32E-06,-0.566617219,2.3245713477e-6,0.566895384,3.135176136e-11,-8.36E-06,2.3245713477e-6,0.566895384,-2.32E-06,-0.566616871,-3.18E-11,-1.43E-05,3.135176146e-11,-8.36E-06,-3.18E-11,-1.43E-05,1.088664160e-13,3.7921874412e-4
0.425,-2.31E-06,-0.565949809,2.3091611276e-6,0.566228301,3.126166208e-11,-8.37E-06,2.3091611276e-6,0.566228301,-2.31E-06,-0.56594946,-3.18E-11,-1.43E-05,3.126166186e-11,-8.37E-06,-3.18E-11,-1.43E-05,1.083564010e-13,3.7966553984e-4
0.4255,-2.29E-06,-0.565283966,2.2937498671e-6,0.565562787,3.117017231e-11,-8.38E-06,2.2937498671e-6,0.565562787,-2.29E-06,-0.565283617,-3.17E-11,-1.43E-05,3.117017234e-11,-8.38E-06,-3.17E-11,-1.43E-05,1.078372512e-13,3.8011233603e-4
0.426,-2.28E-06,-0.564619686,2.2783379074e-6,0.564898834,3.107729116e-11,-8.39E-06,2.2783379074e-6,0.564898834,-2.28E-06,-0.564619336,-3.16E-11,-1.44E-05,3.107729114e-11,-8.39E-06,-3.16E-11,-1.44E-05,1.073197748e-13,3.8055913268e-4
0.4265,-2.26E-06,-0.563956962,2.2629256172e-6,0.564236438,3.098302320e-11,-8.40E-06,2.2629256172e-6,0.564236438,-2.26E-06,-0.563956612,-3.15E-11,-1.44E-05,3.098302312e-11,-8.40E-06,-3.15E-11,-1.44E-05,1.067981277e-13,3.8100592979e-4
0.427,-2.25E-06,-0.56329579,2.2475133112e-6,0.563575593,3.088736619e-11,-8.41E-06,2.2475133112e-6,0.563575593,-2.25E-06,-0.563295439,-3.14E-11,-1.44E-05,3.088736623e-11,-8.41E-06,-3.14E-11,-1.44E-05,1.062742614e-13,3.8145272736e-4
0.4275,-2.23E-06,-0.562636164,2.2321013577e-6,0.562916295,3.079032236e-11,-8.42E-06,2.2321013577e-6,0.562916295,-2.23E-06,-0.562635812,-3.13E-11,-1.44E-05,3.079032229e-11,-8.42E-06,-3.13E-11,-1.44E-05,1.057524098e-13,3.8189952540e-4
0.428,-2.22E-06,-0.561978078,2.2166900759e-6,0.562258536,3.069189238e-11,-8.43E-06,2.2166900759e-6,0.562258536,-2.22E-06,-0.561977726,-3.12E-11,-1.44E-05,3.069189230e-11,-8.43E-06,-3.12E-11,-1.44E-05,1.052145475e-13,3.8234632390e-4
0.4285,-2.20E-06,-0.561321527,2.2012798257e-6,0.561602313,3.059207706e-11,-8.44E-06,2.2012798257e-6,0.561602313,-2.20E-06,-0.561321175,-3.11E-11,-1.44E-05,3.059207711e-11,-8.44E-06,-3.11E-11,-1.44E-05,1.046883086e-13,3.8279312287e-4
0.429,-2.18E-06,-0.560666506,2.1858709102e-6,0.56094762,3.049087633e-11,-8.45E-06,2.1858709102e-6,0.56094762,-2.18E-06,-0.560666153,-3.10E-11,-1.45E-05,3.049087625e-11,-8.45E-06,-3.10E-11,-1.45E-05,1.041468160e-13,3.8323992230e-4
0.4295,-2.17E-06,-0.560013009,2.1704636956e-6,0.560294451,3.038829299e-11,-8.46E-06,2.1704636956e-6,0.560294451,-2.17E-06,-0.560012656,-3.09E-11,-1.45E-05,3.038829299e-11,-8.46E-06,-3.09E-11,-1.45E-05,1.036077268e-13,3.8368672219e-4
0.43,-2.15E-06,-0.559361032,2.1550585104e-6,0.559642801,3.028432846e-11,-8.47E-06,2.1550585104e-6,0.559642801,-2.15E-06,-0.559360678,-3.08E-11,-1.45E-05,3.028432851e-11,-8.47E-06,-3.08E-11,-1.45E-05,1.030642493e-13,3.8413352255e-4
0.4305,-2.14E-06,-0.558710568,2.1396556467e-6,0.558992665,3.017898066e-11,-8.48E-06,2.1396556467e-6,0.558992665,-2.14E-06,-0.558710214,-3.07E-11,-1.45E-05,3.017898066e-11,-8.48E-06,-3.07E-11,-1.45E-05,1.025240439e-13,3.8458032338e-4
0.431,-2.12E-06,-0.558061613,2.1242554896e-6,0.558344038,3.007225504e-11,-8.49E-06,2.1242554896e-6,0.558344038,-2.12E-06,-0.558061259,-3.05E-11,-1.45E-05,3.007225499e-11,-8.49E-06,-3.05E-11,-1.45E-05,1.019737417e-13,3.8502712468e-4
0.4315,-2.11E-06,-0.557414161,2.1088583221e-6,0.557696914,2.996414902e-11,-8.50E-06,2.1088583221e-6,0.557696914,-2.11E-06,-0.557413807,-3.04E-11,-1.45E-05,2.996414890e-11,-8.50E-06,-3.04E-11,-1.45E-05,1.014221593e-13,3.8547392644e-4
0.432,-2.09E-06,-0.556768207,2.0934644957e-6,0.557051288,2.985466655e-11,-8.51E-06,2.0934644957e-6,0.557051288,-2.09E-06,-0.556767852,-3.03E-11,-1.46E-05,2.985466664e-11,-8.51E-06,-3.03E-11,-1.46E-05,1.008681447e-13,3.8592072867e-4
0.4325,-2.08E-06,-0.556123746,2.0780743360e-6,0.556407154,2.974380773e-11,-8.52E-06,2.0780743360e-6,0.556407154,-2.08E-06,-0.556123391,-3.02E-11,-1.46E-05,2.974380760e-11,-8.52E-06,-3.02E-11,-1.46E-05,1.003128353e-13,3.8636753137e-4
0.433,-2.06E-06,-0.555480773,2.0626881387e-6,0.555764509,2.963157334e-11,-8.53E-06,2.0626881387e-6,0.555764509,-2.06E-06,-0.555480418,-3.01E-11,-1.46E-05,2.963157334e-11,-8.53E-06,-3.01E-11,-1.46E-05,9.975622344e-14,3.8681433454e-4
0.4335,-2.05E-06,-0.554839283,2.0473062371e-6,0.555123346,2.951796636e-11,-8.54E-06,2.0473062371e-6,0.555123346,-2.05E-06,-0.554838927,-3.00E-11,-1.46E-05,2.951796646e-11,-8.54E-06,-3.00E-11,-1.46E-05,9.919280293e-14,3.8726113818e-4
0.434,-2.03E-06,-0.55419927,2.0319289731e-6,0.554483661,2.940298694e-11,-8.55E-06,2.0319289731e-6,0.554483661,-2.03E-06,-0.554198914,-2.99E-11,-1.46E-05,2.940298694e-11,-8.55E-06,-2.99E-11,-1.46E-05,9.863151883e-14,3.8770794229e-4
0.4345,-2.02E-06,-0.55356073,2.0165566179e-6,0.553845448,2.928663667e-11,-8.56E-06,2.0165566179e-6,0.553845448,-2.02E-06,-0.553560373,-2.97E-11,-1.46E-05,2.928663660e-11,-8.56E-06,-2.97E-11,-1.46E-05,9.806359617e-14,3.8815474687e-4
0.435,-2.00E-06,-0.552923657,2.0011895238e-6,0.553208703,2.916891829e-11,-8.57E-06,2.0011895238e-6,0.553208703,-2.00E-06,-0.552923299,-2.96E-11,-1.47E-05,2.916891830e-11,-8.57E-06,-2.96E-11,-1.47E-05,9.749579030e-14,3.8860155192e-4
0.4355,-1.98E-06,-0.552288046,1.9858279964e-6,0.55257342,2.904983164e-11,-8.58E-06,1.9858279964e-6,0.55257342,-1.98E-06,-0.552287688,-2.95E-11,-1.47E-05,2.904983168e-11,-8.58E-06,-2.95E-11,-1.47E-05,9.692599745e-14,3.8904835744e-4
0.436,-1.97E-06,-0.551653892,1.9704723350e-6,0.551939594,2.892937926e-11,-8.59E-06,1.9704723350e-6,0.551939594,-1.97E-06,-0.551653534,-2.94E-11,-1.47E-05,2.892937927e-11,-8.59E-06,-2.94E-11,-1.47E-05,9.634885807e-14,3.8949516343e-4
0.4365,-1.95E-06,-0.551021191,1.9551228624e-6,0.55130722,2.880756363e-11,-8.60E-06,1.9551228624e-6,0.55130722,-1.95E-06,-0.551020832,-2.93E-11,-1.47E-05,2.880756364e-11,-8.60E-06,-2.93E-11,-1.47E-05,9.577119881e-14,3.8994196990e-4
0.437,-1.94E-06,-0.550389937,1.9397798567e-6,0.550676294,2.868438411e-11,-8.61E-06,1.9397798567e-6,0.550676294,-1.94E-06,-0.550389578,-2.91E-11,-1.47E-05,2.868438416e-11,-8.61E-06,-2.91E-11,-1.47E-05,9.518988483e-14,3.9038877685e-4
0.4375,-1.92E-06,-0.549760125,1.9244436663e-6,0.55004681,2.855984477e-11,-8.62E-06,1.9244436663e-6,0.55004681,-1.92E-06,-0.549759766,-2.90E-11,-1.47E-05,2.855984488e-11,-8.62E-06,-2.90E-11,-1.47E-05,9.460849125e-14,3.9083558426e-4
0.438,-1.91E-06,-0.549131751,1.9091145855e-6,0.549418763,2.843394700e-11,-8.63E-06,1.9091145855e-6,0.549418763,-1.91E-06,-0.549131391,-2.89E-11,-1.48E-05,2.843394703e-11,-8.63E-06,-2.89E-11,-1.48E-05,9.402613625e-14,3.9128239215e-4
0.4385,-1.89E-06,-0.548504809,1.8937928808e-6,0.548792149,2.830669173e-11,-8.64E-06,1.8937928808e-6,0.548792149,-1.89E-06,-0.548504449,-2.88E-11,-1.48E-05,2.830669175e-11,-8.64E-06,-2.88E-11,-1.48E-05,9.343422187e-14,3.9172920052e-4
0.439,-1.88E-06,-0.547879295,1.8784789117e-6,0.548166963,2.817808159e-11,-8.65E-06,1.8784789117e-6,0.548166963,-1.88E-06,-0.547878935,-2.86E-11,-1.48E-05,2.817808152e-11,-8.65E-06,-2.86E-11,-1.48E-05,9.284748390e-14,3.9217600936e-4
0.4395,-1.86E-06,-0.547255204,1.8631729335e-6,0.547543199,2.804811731e-11,-8.66E-06,1.8631729335e-6,0.547543199,-1.86E-06,-0.547254843,-2.85E-11,-1.48E-05,2.804811722e-11,-8.66E-06,-2.85E-11,-1.48E-05,9.225624169e-14,3.9262281868e-4
0.44,-1.85E-06,-0.54663253,1.8478752620e-6,0.546920854,2.791680247e-11,-8.67E-06,1.8478752620e-6,0.546920854,-1.85E-06,-0.546632169,-2.84E-11,-1.48E-05,2.791680247e-11,-8.67E-06,-2.84E-11,-1.48E-05,9.166084603e-14,3.9306962847e-4
0.4405,-1.83E-06,-0.54601127,1.8325861829e-6,0.546299921,2.778413802e-11,-8.68E-06,1.8325861829e-6,0.546299921,-1.83E-06,-0.546010908,-2.82E-11,-1.48E-05,2.778413799e-11,-8.68E-06,-2.82E-11,-1.48E-05,9.106385952e-14,3.9351643875e-4
0.441,-1.82E-06,-0.545391418,1.8173060155e-6,0.545680397,2.765012709e-11,-8.69E-06,1.8173060155e-6,0.545680397,-1.82E-06,-0.545391056,-2.81E-11,-1.49E-05,2.765012700e-11,-8.69E-06,-2.81E-11,-1.49E-05,9.046125482e-14,3.9396324950e-4
0.4415,-1.80E-06,-0.544772969,1.8020350194e-6,0.545062276,2.751477154e-11,-8.70E-06,1.8020350193e-6,0.545062276,-1.80E-06,-0.544772607,-2.80E-11,-1.49E-05,2.751477164e-11,-8.70E-06,-2.80E-11,-1.49E-05,8.986119790e-14,3.9441006073e-4
0.442,-1.79E-06,-0.54415592,1.7867735175e-6,0.544445554,2.737807202e-11,-8.71E-06,1.7867735175e-6,0.544445554,-1.79E-06,-0.544155556,-2.78E-11,-1.49E-05,2.737807209e-11,-8.71E-06,-2.78E-11,-1.49E-05,8.925636498e-14,3.9485687244e-4
0.4425,-1.77E-06,-0.543540264,1.7715217918e-6,0.543830226,2.724003236e-11,-8.72E-06,1.7715217918e-6,0.543830226,-1.77E-06,-0.5435399,-2.77E-11,-1.49E-05,2.724003243e-11,-8.72E-06,-2.77E-11,-1.49E-05,8.864609422e-14,3.9530368462e-4
0.443,-1.75E-06,-0.542925997,1.7562801001e-6,0.543216287,2.710065398e-11,-8.73E-06,1.7562801001e-6,0.543216287,-1.76E-06,-0.542925633,-2.75E-11,-1.49E-05,2.710065399e-11,-8.73E-06,-2.75E-11,-1.49E-05,8.803531004e-14,3.9575049729e-4
0.4435,-1.74E-06,-0.542313115,1.7410487683e-6,0.542603733,2.695993972e-11,-8.74E-06,1.7410487683e-6,0.542603733,-1.74E-06,-0.542312751,-2.74E-11,-1.49E-05,2.695993973e-11,-8.74E-06,-2.74E-11,-1.49E-05,8.742561423e-14,3.9619731044e-4
0.444,-1.72E-06,-0.541701614,1.7258280848e-6,0.541992559,2.681789137e-11,-8.74E-06,1.7258280848e-6,0.541992559,-1.72E-06,-0.541701249,-2.72E-11,-1.50E-05,2.681789141e-11,-8.74E-06,-2.72E-11,-1.50E-05,8.680870022e-14,3.9664412407e-4
0.4445,-1.71E-06,-0.541091487,1.7106182883e-6,0.54138276,2.667451236e-11,-8.75E-06,1.7106182883e-6,0.54138276,-1.71E-06,-0.541091122,-2.71E-11,-1.50E-05,2.667451239e-11,-8.75E-06,-2.71E-11,-1.50E-05,8.618946731e-14,3.9709093818e-4
0.445,-1.69E-06,-0.540482731,1.6954197099e-6,0.540774331,2.652980371e-11,-8.76E-06,1.6954197099e-6,0.540774331,-1.69E-06,-0.540482366,-2.70E-11,-1.50E-05,2.652980373e-11,-8.76E-06,-2.70E-11,-1.50E-05,8.557303414e-14,3.9753775277e-4
0.4455,-1.68E-06,-0.539875341,1.6802326217e-6,0.540167269,2.638376903e-11,-8.77E-06,1.6802326217e-6,0.540167269,-1.68E-06,-0.539874975,-2.68E-11,-1.50E-05,2.638376908e-11,-8.77E-06,-2.68E-11,-1.50E-05,8.495216607e-14,3.9798456785e-4
0.446,-1.66E-06,-0.539269313,1.6650572748e-6,0.539561569,2.623641069e-11,-8.78E-06,1.6650572748e-6,0.539561569,-1.66E-06,-0.539268947,-2.67E-11,-1.50E-05,2.623641065e-11,-8.78E-06,-2.67E-11,-1.50E-05,8.432860922e-14,3.9843138341e-4
0.4465,-1.65E-06,-0.538664641,1.6498939663e-6,0.538957225,2.608773071e-11,-8.79E-06,1.6498939663e-6,0.538957225,-1.65E-06,-0.538664275,-2.65E-11,-1.50E-05,2.608773068e-11,-8.79E-06,-2.65E-11,-1.50E-05,8.370188758e-14,3.9887819945e-4
0.447,-1.63E-06,-0.538061322,1.6347429785e-6,0.538354233,2.593773126e-11,-8.80E-06,1.6347429785e-6,0.538354233,-1.63E-06,-0.538060955,-2.64E-11,-1.51E-05,2.593773121e-11,-8.80E-06,-2.64E-11,-1.51E-05,8.307490384e-14,3.9932501598e-4
0.4475,-1.62E-06,-0.537459351,1.6196045639e-6,0.53775259,2.578641559e-11,-8.81E-06,1.6196045639e-6,0.53775259,-1.62E-06,-0.537458984,-2.62E-11,-1.51E-05,2.578641560e-11,-8.81E-06,-2.62E-11,-1.51E-05,8.244166510e-14,3.9977183300e-4
0.448,-1.60E-06,-0.536858723,1.6044790251e-6,0.53715229,2.563378629e-11,-8.82E-06,1.6044790251e-6,0.53715229,-1.60E-06,-0.536858355,-2.60E-11,-1.51E-05,2.563378632e-11,-8.82E-06,-2.60E-11,-1.51E-05,8.181065479e-14,4.0021865049e-4
0.4485,-1.59E-06,-0.536259434,1.5893666184e-6,0.536553328,2.547984733e-11,-8.83E-06,1.5893666184e-6,0.536553328,-1.59E-06,-0.536259066,-2.59E-11,-1.51E-05,2.547984743e-11,-8.83E-06,-2.59E-11,-1.51E-05,8.117042317e-14,4.0066546848e-4
0.449,-1.57E-06,-0.535661479,1.5742676254e-6,0.535955701,2.532460030e-11,-8.84E-06,1.5742676254e-6,0.535955701,-1.57E-06,-0.535661111,-2.57E-11,-1.51E-05,2.532460032e-11,-8.84E-06,-2.57E-11,-1.51E-05,8.053502251e-14,4.0111228695e-4
0.4495,-1.56E-06,-0.535064855,1.5591822974e-6,0.535359404,2.516804742e-11,-8.85E-06,1.5591822974e-6,0.535359404,-1.56E-06,-0.535064485,-2.56E-11,-1.51E-05,2.516804744e-11,-8.85E-06,-2.56E-11,-1.51E-05,7.989304564e-14,4.0155910591e-4
0.45,-1.54E-06,-0.534469555,1.5441109128e-6,0.534764433,2.501019324e-11,-8.86E-06,1.5441109128e-6,0.534764433,-1.54E-06,-0.534469186,-2.54E-11,-1.52E-05,2.501019333e-11,-8.86E-06,-2.54E-11,-1.52E-05,7.925194796e-14,4.0200592536e-4
0.4505,-1.53E-06,-0.533875577,1.5290537301e-6,0.534170782,2.485103914e-11,-8.87E-06,1.5290537301e-6,0.534170782,-1.53E-06,-0.533875207,-2.53E-11,-1.52E-05,2.485103913e-11,-8.87E-06,-2.53E-11,-1.52E-05,7.861033956e-14,4.0245274529e-4
0.451,-1.51E-06,-0.533282916,1.5140110422e-6,0.533578449,2.469058930e-11,-8.88E-06,1.5140110422e-6,0.533578449,-1.51E-06,-0.533282545,-2.51E-11,-1.52E-05,2.469058923e-11,-8.88E-06,-2.51E-11,-1.52E-05,7.796238596e-14,4.0289956571e-4
0.4515,-1.50E-06,-0.532691567,1.4989830705e-6,0.532987427,2.452884530e-11,-8.89E-06,1.4989830705e-6,0.532987427,-1.50E-06,-0.532691196,-2.49E-11,-1.52E-05,2.452884529e-11,-8.89E-06,-2.49E-11,-1.52E-05,7.731344892e-14,4.0334638663e-4
0.452,-1.48E-06,-0.532101526,1.4839701070e-6,0.532397714,2.436581185e-11,-8.90E-06,1.4839701070e-6,0.532397714,-1.48E-06,-0.532101154,-2.48E-11,-1.52E-05,2.436581183e-11,-8.90E-06,-2.48E-11,-1.52E-05,7.666105892e-14,4.0379320803e-4
0.4525,-1.47E-06,-0.531512788,1.4689724029e-6,0.531809304,2.420148971e-11,-8.91E-06,1.4689724029e-6,0.531809304,-1.47E-06,-0.531512417,-2.46E-11,-1.52E-05,2.420148972e-11,-8.91E-06,-2.46E-11,-1.52E-05,7.600837262e-14,4.0424002992e-4
0.453,-1.45E-06,-0.53092535,1.4539902106e-6,0.531222194,2.403588500e-11,-8.92E-06,1.4539902106e-6,0.531222194,-1.45E-06,-0.530924978,-2.44E-11,-1.53E-05,2.403588509e-11,-8.92E-06,-2.44E-11,-1.53E-05,7.535410570e-14,4.0468685231e-4
0.4535,-1.44E-06,-0.530339207,1.4390238071e-6,0.530636378,2.386899921e-11,-8.93E-06,1.4390238071e-6,0.530636378,-1.44E-06,-0.530338835,-2.43E-11,-1.53E-05,2.386899931e-11,-8.93E-06,-2.43E-11,-1.53E-05,7.469478190e-14,4.0513367518e-4
0.454,-1.42E-06,-0.529754355,1.4240734318e-6,0.530051854,2.370083489e-11,-8.94E-06,1.4240734318e-6,0.530051854,-1.42E-06,-0.529753982,-2.41E-11,-1.53E-05,2.370083493e-11,-8.94E-06,-2.41E-11,-1.53E-05,7.403696194e-14,4.0558049855e-4
0.4545,-1.41E-06,-0.529170789,1.4091393391e-6,0.529468616,2.353139776e-11,-8.95E-06,1.4091393391e-6,0.529468616,-1.41E-06,-0.529170416,-2.39E-11,-1.53E-05,2.353139783e-11,-8.95E-06,-2.39E-11,-1.53E-05,7.337274477e-14,4.0602732241e-4
0.455,-1.39E-06,-0.528588506,1.3942217961e-6,0.52888666,2.336068856e-11,-8.96E-06,1.3942217961e-6,0.52888666,-1.39E-06,-0.528588132,-2.37E-11,-1.53E-05,2.336068858e-11,-8.96E-06,-2.37E-11,-1.53E-05,7.270985406e-14,4.0647414676e-4
