Frequency (GHz),RE[Y11],IM[Y11],RE[Y12],IM[Y12],RE[Y21],IM[Y21],RE[Y22],IM[Y22]
0.745,-5.03E-12,-0.80072669,6.367821465e-12,-8.59E-06,6.367821465e-12,-8.59E-06,9.023121589e-15,1.2185010727e-4
0.7455,-5.03E-12,-0.800189323,6.300634484e-12,-8.60E-06,6.300634484e-12,-8.60E-06,9.315527275e-15,1.2193188852e-4
0.746,-5.02E-12,-0.799652677,6.233488216e-12,-8.60E-06,6.233488216e-12,-8.60E-06,9.607731840e-15,1.2201366978e-4
0.7465,-5.01E-12,-0.79911675,6.166388999e-12,-8.61E-06,6.166388999e-12,-8.61E-06,9.896403755e-15,1.2209545104e-4
0.747,-5.00E-12,-0.798581541,6.099341699e-12,-8.61E-06,6.099341699e-12,-8.61E-06,1.017932392e-14,1.2217723231e-4
0.7475,-5.00E-12,-0.798047048,6.032352877e-12,-8.62E-06,6.032352878e-12,-8.62E-06,1.046204395e-14,1.2225901358e-4
0.748,-4.99E-12,-0.79751327,5.965425607e-12,-8.63E-06,5.965425607e-12,-8.63E-06,1.074456640e-14,1.2234079486e-4
0.7485,-4.99E-12,-0.796980206,5.898566410e-12,-8.63E-06,5.898566410e-12,-8.63E-06,1.101245542e-14,1.2242257615e-4
0.749,-4.98E-12,-0.796447854,5.831780054e-12,-8.64E-06,5.831780053e-12,-8.64E-06,1.128569873e-14,1.2250435743e-4
0.7495,-4.97E-12,-0.795916212,5.765072146e-12,-8.64E-06,5.765072147e-12,-8.64E-06,1.155430543e-14,1.2258613873e-4
0.75,-4.97E-12,-0.795385279,5.698447365e-12,-8.65E-06,5.698447365e-12,-8.65E-06,1.181605395e-14,1.2266792003e-4
0.7505,-4.96E-12,-0.794855055,5.631912296e-12,-8.65E-06,5.631912296e-12,-8.65E-06,1.207649738e-14,1.2274970134e-4
0.751,-4.95E-12,-0.794325536,5.565471828e-12,-8.66E-06,5.565471828e-12,-8.66E-06,1.233452852e-14,1.2283148265e-4
0.7515,-4.94E-12,-0.793796723,5.499130520e-12,-8.67E-06,5.499130520e-12,-8.67E-06,1.258792384e-14,1.2291326396e-4
0.752,-4.94E-12,-0.793268613,5.432894183e-12,-8.67E-06,5.432894183e-12,-8.67E-06,1.283446569e-14,1.2299504528e-4
0.7525,-4.93E-12,-0.792741206,5.366768865e-12,-8.68E-06,5.366768865e-12,-8.68E-06,1.307526356e-14,1.2307682661e-4
0.753,-4.93E-12,-0.792214499,5.300760716e-12,-8.68E-06,5.300760716e-12,-8.68E-06,1.331698305e-14,1.2315860794e-4
0.7535,-4.92E-12,-0.791688492,5.234873066e-12,-8.69E-06,5.234873066e-12,-8.69E-06,1.355851196e-14,1.2324038928e-4
0.754,-4.91E-12,-0.791163183,5.169113152e-12,-8.70E-06,5.169113152e-12,-8.70E-06,1.379097034e-14,1.2332217062e-4
0.7545,-4.91E-12,-0.79063857,5.103486698e-12,-8.70E-06,5.103486698e-12,-8.70E-06,1.402213217e-14,1.2340395197e-4
0.755,-4.90E-12,-0.790114653,5.037998403e-12,-8.71E-06,5.037998403e-12,-8.71E-06,1.424644179e-14,1.2348573333e-4
0.7555,-4.90E-12,-0.78959143,4.972653908e-12,-8.71E-06,4.972653908e-12,-8.71E-06,1.446945839e-14,1.2356751469e-4
0.756,-4.89E-12,-0.789068899,4.907460058e-12,-8.72E-06,4.907460058e-12,-8.72E-06,1.468340676e-14,1.2364929605e-4
0.7565,-4.88E-12,-0.788547059,4.842421023e-12,-8.72E-06,4.842421023e-12,-8.72E-06,1.489717040e-14,1.2373107742e-4
0.757,-4.87E-12,-0.788025909,4.777543024e-12,-8.73E-06,4.777543024e-12,-8.73E-06,1.510964187e-14,1.2381285880e-4
0.7575,-4.87E-12,-0.787505448,4.712833134e-12,-8.74E-06,4.712833134e-12,-8.74E-06,1.530971535e-14,1.2389464018e-4
0.758,-4.86E-12,-0.786985674,4.648296076e-12,-8.74E-06,4.648296076e-12,-8.74E-06,1.551404988e-14,1.2397642157e-4
0.7585,-4.85E-12,-0.786466586,4.583936873e-12,-8.75E-06,4.583936873e-12,-8.75E-06,1.571043322e-14,1.2405820296e-4
0.759,-4.85E-12,-0.785948181,4.519762511e-12,-8.75E-06,4.519762511e-12,-8.75E-06,1.589664289e-14,1.2413998435e-4
0.7595,-4.84E-12,-0.785430461,4.455779039e-12,-8.76E-06,4.455779039e-12,-8.76E-06,1.608822475e-14,1.2422176576e-4
0.76,-4.84E-12,-0.784913421,4.391991643e-12,-8.76E-06,4.391991643e-12,-8.76E-06,1.626741599e-14,1.2430354717e-4
0.7605,-4.83E-12,-0.784397062,4.328406388e-12,-8.77E-06,4.328406388e-12,-8.77E-06,1.644643219e-14,1.2438532858e-4
0.761,-4.82E-12,-0.783881383,4.265029435e-12,-8.78E-06,4.265029435e-12,-8.78E-06,1.661749958e-14,1.2446711000e-4
0.7615,-4.82E-12,-0.78336638,4.201866024e-12,-8.78E-06,4.201866024e-12,-8.78E-06,1.678950215e-14,1.2454889142e-4
0.762,-4.81E-12,-0.782852055,4.138924356e-12,-8.79E-06,4.138924356e-12,-8.79E-06,1.695244742e-14,1.2463067285e-4
0.7625,-4.80E-12,-0.782338404,4.076208467e-12,-8.79E-06,4.076208467e-12,-8.79E-06,1.710744829e-14,1.2471245429e-4
0.763,-4.80E-12,-0.781825427,4.013724814e-12,-8.80E-06,4.013724814e-12,-8.80E-06,1.726449821e-14,1.2479423573e-4
0.7635,-4.79E-12,-0.781313123,3.951479329e-12,-8.80E-06,3.951479329e-12,-8.80E-06,1.741360295e-14,1.2487601718e-4
0.764,-4.78E-12,-0.780801489,3.889479270e-12,-8.81E-06,3.889479270e-12,-8.81E-06,1.756031971e-14,1.2495779863e-4
0.7645,-4.78E-12,-0.780290526,3.827729788e-12,-8.82E-06,3.827729788e-12,-8.82E-06,1.770242429e-14,1.2503958009e-4
0.765,-4.77E-12,-0.779780231,3.766237046e-12,-8.82E-06,3.766237047e-12,-8.82E-06,1.783770029e-14,1.2512136155e-4
0.7655,-4.77E-12,-0.779270603,3.705008230e-12,-8.83E-06,3.705008230e-12,-8.83E-06,1.796614609e-14,1.2520314302e-4
0.766,-4.76E-12,-0.778761641,3.644049140e-12,-8.83E-06,3.644049140e-12,-8.83E-06,1.808998461e-14,1.2528492449e-4
0.7665,-4.75E-12,-0.778253344,3.583365247e-12,-8.84E-06,3.583365246e-12,-8.84E-06,1.821254765e-14,1.2536670597e-4
0.767,-4.75E-12,-0.77774571,3.522963757e-12,-8.85E-06,3.522963757e-12,-8.85E-06,1.832384629e-14,1.2544848746e-4
0.7675,-4.74E-12,-0.777238738,3.462851254e-12,-8.85E-06,3.462851254e-12,-8.85E-06,1.843386707e-14,1.2553026895e-4
0.768,-4.74E-12,-0.776732427,3.403032956e-12,-8.86E-06,3.403032956e-12,-8.86E-06,1.853706504e-14,1.2561205044e-4
0.7685,-4.73E-12,-0.776226775,3.343515995e-12,-8.86E-06,3.343515995e-12,-8.86E-06,1.863899130e-14,1.2569383194e-4
0.769,-4.72E-12,-0.775721782,3.284307910e-12,-8.87E-06,3.284307910e-12,-8.87E-06,1.873298666e-14,1.2577561345e-4
0.7695,-4.72E-12,-0.775217445,3.225414588e-12,-8.87E-06,3.225414588e-12,-8.87E-06,1.882349066e-14,1.2585739496e-4
0.77,-4.71E-12,-0.774713764,3.166840479e-12,-8.88E-06,3.166840479e-12,-8.88E-06,1.890495482e-14,1.2593917648e-4
0.7705,-4.71E-12,-0.774210738,3.108594426e-12,-8.89E-06,3.108594426e-12,-8.89E-06,1.898293033e-14,1.2602095800e-4
0.771,-4.70E-12,-0.773708364,3.050682363e-12,-8.89E-06,3.050682363e-12,-8.89E-06,1.905630763e-14,1.2610273953e-4
0.7715,-4.69E-12,-0.773206642,2.993110075e-12,-8.90E-06,2.993110075e-12,-8.90E-06,1.912286893e-14,1.2618452107e-4
0.772,-4.69E-12,-0.772705571,2.935886257e-12,-8.90E-06,2.935886257e-12,-8.90E-06,1.918594597e-14,1.2626630261e-4
0.7725,-4.68E-12,-0.772205149,2.879015798e-12,-8.91E-06,2.879015798e-12,-8.91E-06,1.923776682e-14,1.2634808415e-4
0.773,-4.67E-12,-0.771705376,2.822505271e-12,-8.91E-06,2.822505271e-12,-8.91E-06,1.929165589e-14,1.2642986571e-4
0.7735,-4.67E-12,-0.771206249,2.766363440e-12,-8.92E-06,2.766363440e-12,-8.92E-06,1.933317833e-14,1.2651164726e-4
0.774,-4.66E-12,-0.770707768,2.710594375e-12,-8.93E-06,2.710594375e-12,-8.93E-06,1.936900218e-14,1.2659342882e-4
0.7745,-4.66E-12,-0.770209931,2.655207111e-12,-8.93E-06,2.655207111e-12,-8.93E-06,1.940356608e-14,1.2667521039e-4
0.775,-4.65E-12,-0.769712737,2.600206633e-12,-8.94E-06,2.600206633e-12,-8.94E-06,1.942910008e-14,1.2675699197e-4
0.7755,-4.64E-12,-0.769216185,2.545600342e-12,-8.94E-06,2.545600342e-12,-8.94E-06,1.944893580e-14,1.2683877354e-4
0.776,-4.64E-12,-0.768720273,2.491396680e-12,-8.95E-06,2.491396680e-12,-8.95E-06,1.946640522e-14,1.2692055513e-4
0.7765,-4.63E-12,-0.768225001,2.437599420e-12,-8.95E-06,2.437599420e-12,-8.95E-06,1.947706606e-14,1.2700233672e-4
0.777,-4.62E-12,-0.767730368,2.384219388e-12,-8.96E-06,2.384219388e-12,-8.96E-06,1.947648263e-14,1.2708411831e-4
0.7775,-4.62E-12,-0.767236371,2.331260836e-12,-8.97E-06,2.331260836e-12,-8.97E-06,1.947575677e-14,1.2716589992e-4
0.778,-4.61E-12,-0.76674301,2.278731150e-12,-8.97E-06,2.278731150e-12,-8.97E-06,1.946489510e-14,1.2724768152e-4
0.7785,-4.61E-12,-0.766250283,2.226638018e-12,-8.98E-06,2.226638018e-12,-8.98E-06,1.944501358e-14,1.2732946313e-4
0.779,-4.60E-12,-0.76575819,2.174987502e-12,-8.98E-06,2.174987502e-12,-8.98E-06,1.942277009e-14,1.2741124475e-4
0.7795,-4.60E-12,-0.765266728,2.123788237e-12,-8.99E-06,2.123788237e-12,-8.99E-06,1.939483704e-14,1.2749302638e-4
0.78,-4.59E-12,-0.764775898,2.073045961e-12,-9.00E-06,2.073045962e-12,-9.00E-06,1.936010688e-14,1.2757480801e-4
0.7805,-4.59E-12,-0.764285697,2.022768524e-12,-9.00E-06,2.022768524e-12,-9.00E-06,1.931968760e-14,1.2765658964e-4
0.781,-4.58E-12,-0.763796125,1.972962885e-12,-9.01E-06,1.972962885e-12,-9.01E-06,1.927469327e-14,1.2773837128e-4
0.7815,-4.57E-12,-0.76330718,1.923636073e-12,-9.01E-06,1.923636073e-12,-9.01E-06,1.921846463e-14,1.2782015293e-4
0.782,-4.57E-12,-0.762818861,1.874796347e-12,-9.02E-06,1.874796347e-12,-9.02E-06,1.915765812e-14,1.2790193458e-4
0.7825,-4.56E-12,-0.762331167,1.826450012e-12,-9.02E-06,1.826450013e-12,-9.02E-06,1.909117049e-14,1.2798371623e-4
0.783,-4.55E-12,-0.761844097,1.778604415e-12,-9.03E-06,1.778604415e-12,-9.03E-06,1.901345047e-14,1.2806549790e-4
0.7835,-4.55E-12,-0.761357649,1.731267710e-12,-9.04E-06,1.731267710e-12,-9.04E-06,1.893560092e-14,1.2814727957e-4
0.784,-4.54E-12,-0.760871822,1.684446479e-12,-9.04E-06,1.684446479e-12,-9.04E-06,1.884652014e-14,1.2822906124e-4
0.7845,-4.54E-12,-0.760386616,1.638147040e-12,-9.05E-06,1.638147040e-12,-9.05E-06,1.875398162e-14,1.2831084292e-4
0.785,-4.53E-12,-0.759902029,1.592379626e-12,-9.05E-06,1.592379626e-12,-9.05E-06,1.864910462e-14,1.2839262460e-4
0.7855,-4.53E-12,-0.759418059,1.547150005e-12,-9.06E-06,1.547150005e-12,-9.06E-06,1.854188096e-14,1.2847440629e-4
0.786,-4.52E-12,-0.758934706,1.502465995e-12,-9.06E-06,1.502465995e-12,-9.06E-06,1.842232248e-14,1.2855618799e-4
0.7865,-4.51E-12,-0.758451969,1.458334721e-12,-9.07E-06,1.458334721e-12,-9.07E-06,1.830375173e-14,1.2863796969e-4
0.787,-4.51E-12,-0.757969845,1.414764433e-12,-9.08E-06,1.414764433e-12,-9.08E-06,1.817395666e-14,1.2871975140e-4
0.7875,-4.50E-12,-0.757488335,1.371762190e-12,-9.08E-06,1.371762189e-12,-9.08E-06,1.803738096e-14,1.2880153311e-4
0.788,-4.50E-12,-0.757007437,1.329336247e-12,-9.09E-06,1.329336247e-12,-9.09E-06,1.789180412e-14,1.2888331483e-4
0.7885,-4.49E-12,-0.75652715,1.287493683e-12,-9.09E-06,1.287493683e-12,-9.09E-06,1.774499883e-14,1.2896509656e-4
0.789,-4.49E-12,-0.756047472,1.246241484e-12,-9.10E-06,1.246241484e-12,-9.10E-06,1.758475345e-14,1.2904687829e-4
0.7895,-4.48E-12,-0.755568403,1.205589613e-12,-9.10E-06,1.205589613e-12,-9.10E-06,1.742217385e-14,1.2912866002e-4
0.79,-4.47E-12,-0.755089941,1.165543938e-12,-9.11E-06,1.165543938e-12,-9.11E-06,1.724504618e-14,1.2921044177e-4
0.7905,-4.47E-12,-0.754612085,1.126113009e-12,-9.12E-06,1.126113009e-12,-9.12E-06,1.706891678e-14,1.2929222351e-4
0.791,-4.46E-12,-0.754134834,1.087304261e-12,-9.12E-06,1.087304261e-12,-9.12E-06,1.687824125e-14,1.2937400527e-4
0.7915,-4.46E-12,-0.753658188,1.049126553e-12,-9.13E-06,1.049126553e-12,-9.13E-06,1.668745582e-14,1.2945578702e-4
0.792,-4.45E-12,-0.753182144,1.011585964e-12,-9.13E-06,1.011585964e-12,-9.13E-06,1.647990558e-14,1.2953756879e-4
0.7925,-4.45E-12,-0.752706702,9.746917508e-13,-9.14E-06,9.746917508e-13,-9.14E-06,1.626558814e-14,1.2961935056e-4
0.793,-4.44E-12,-0.75223186,9.384513789e-13,-9.15E-06,9.384513789e-13,-9.15E-06,1.605005341e-14,1.2970113233e-4
0.7935,-4.43E-12,-0.751757618,9.028747583e-13,-9.15E-06,9.028747584e-13,-9.15E-06,1.582441996e-14,1.2978291412e-4
0.794,-4.43E-12,-0.751283974,8.679665124e-13,-9.16E-06,8.679665124e-13,-9.16E-06,1.559202021e-14,1.2986469590e-4
0.7945,-4.42E-12,-0.750810927,8.337370658e-13,-9.16E-06,8.337370657e-13,-9.16E-06,1.535174771e-14,1.2994647769e-4
0.795,-4.42E-12,-0.750338476,8.001935534e-13,-9.17E-06,8.001935534e-13,-9.17E-06,1.509804878e-14,1.3002825949e-4
0.7955,-4.41E-12,-0.74986662,7.673442908e-13,-9.17E-06,7.673442908e-13,-9.17E-06,1.484202944e-14,1.3011004130e-4
0.796,-4.41E-12,-0.749395358,7.351983792e-13,-9.18E-06,7.351983792e-13,-9.18E-06,1.457924947e-14,1.3019182311e-4
0.7965,-4.40E-12,-0.748924688,7.037631760e-13,-9.19E-06,7.037631760e-13,-9.19E-06,1.430304853e-14,1.3027360492e-4
0.797,-4.40E-12,-0.748454611,6.730463352e-13,-9.19E-06,6.730463352e-13,-9.19E-06,1.402230969e-14,1.3035538674e-4
0.7975,-4.39E-12,-0.747985123,6.430563589e-13,-9.20E-06,6.430563589e-13,-9.20E-06,1.373037299e-14,1.3043716857e-4
0.798,-4.39E-12,-0.747516225,6.138023255e-13,-9.20E-06,6.138023255e-13,-9.20E-06,1.343168083e-14,1.3051895040e-4
0.7985,-4.38E-12,-0.747047915,5.852921707e-13,-9.21E-06,5.852921706e-13,-9.21E-06,1.312401305e-14,1.3060073224e-4
0.799,-4.37E-12,-0.746580193,5.575346603e-13,-9.21E-06,5.575346604e-13,-9.21E-06,1.281070409e-14,1.3068251409e-4
0.7995,-4.37E-12,-0.746113056,5.305373617e-13,-9.22E-06,5.305373616e-13,-9.22E-06,1.248620113e-14,1.3076429594e-4
0.8,-4.36E-12,-0.745646505,5.043093272e-13,-9.23E-06,5.043093271e-13,-9.23E-06,1.215716835e-14,1.3084607779e-4
0.8005,-4.36E-12,-0.745180537,4.788579299e-13,-9.23E-06,4.788579299e-13,-9.23E-06,1.181361425e-14,1.3092785965e-4
0.801,-4.35E-12,-0.744715153,4.541936673e-13,-9.24E-06,4.541936673e-13,-9.24E-06,1.146664432e-14,1.3100964152e-4
0.8015,-4.35E-12,-0.74425035,4.303232419e-13,-9.24E-06,4.303232419e-13,-9.24E-06,1.110737446e-14,1.3109142339e-4
0.802,-4.34E-12,-0.743786127,4.072558906e-13,-9.25E-06,4.072558905e-13,-9.25E-06,1.074247145e-14,1.3117320527e-4
0.8025,-4.34E-12,-0.743322485,3.850002183e-13,-9.25E-06,3.850002183e-13,-9.25E-06,1.036416406e-14,1.3125498715e-4
0.803,-4.33E-12,-0.74285942,3.635654519e-13,-9.26E-06,3.635654520e-13,-9.26E-06,9.985773539e-15,1.3133676904e-4
0.8035,-4.33E-12,-0.742396934,3.429592941e-13,-9.27E-06,3.429592941e-13,-9.27E-06,9.593980597e-15,1.3141855094e-4
0.804,-4.32E-12,-0.741935023,3.231901152e-13,-9.27E-06,3.231901152e-13,-9.27E-06,9.192118716e-15,1.3150033284e-4
0.8045,-4.31E-12,-0.741473688,3.042672788e-13,-9.28E-06,3.042672787e-13,-9.28E-06,8.782406516e-15,1.3158211475e-4
0.805,-4.31E-12,-0.741012927,2.862003718e-13,-9.28E-06,2.862003718e-13,-9.28E-06,8.361518799e-15,1.3166389666e-4
0.8055,-4.30E-12,-0.740552739,2.689968666e-13,-9.29E-06,2.689968666e-13,-9.29E-06,7.929452278e-15,1.3174567858e-4
0.806,-4.30E-12,-0.740093124,2.526662976e-13,-9.30E-06,2.526662976e-13,-9.30E-06,7.497312058e-15,1.3182746051e-4
0.8065,-4.29E-12,-0.739634079,2.372173935e-13,-9.30E-06,2.372173934e-13,-9.30E-06,7.049558165e-15,1.3190924244e-4
0.807,-4.29E-12,-0.739175604,2.226583374e-13,-9.31E-06,2.226583374e-13,-9.31E-06,6.593962291e-15,1.3199102437e-4
0.8075,-4.29E-12,-0.738717699,2.089986830e-13,-9.31E-06,2.089986829e-13,-9.31E-06,6.124975305e-15,1.3207280631e-4
0.808,-4.28E-12,-0.738260361,1.962484458e-13,-9.32E-06,1.962484458e-13,-9.32E-06,5.650369640e-15,1.3215458826e-4
0.8085,-4.27E-12,-0.73780359,1.844157480e-13,-9.32E-06,1.844157480e-13,-9.32E-06,5.167925629e-15,1.3223637021e-4
0.809,-4.27E-12,-0.737347385,1.735083077e-13,-9.33E-06,1.735083077e-13,-9.33E-06,4.672094898e-15,1.3231815217e-4
0.8095,-4.26E-12,-0.736891745,1.635371963e-13,-9.34E-06,1.635371963e-13,-9.34E-06,4.171759355e-15,1.3239993414e-4
0.81,-4.26E-12,-0.736436668,1.545107510e-13,-9.34E-06,1.545107509e-13,-9.34E-06,3.656930417e-15,1.3248171611e-4
0.8105,-4.25E-12,-0.735982154,1.464371009e-13,-9.35E-06,1.464371008e-13,-9.35E-06,3.135378018e-15,1.3256349809e-4
0.811,-4.25E-12,-0.735528202,1.393271892e-13,-9.35E-06,1.393271893e-13,-9.35E-06,2.604885258e-15,1.3264528007e-4
0.8115,-4.24E-12,-0.73507481,1.331890600e-13,-9.36E-06,1.331890600e-13,-9.36E-06,2.064344277e-15,1.3272706206e-4
0.812,-4.24E-12,-0.734621978,1.280323993e-13,-9.36E-06,1.280323993e-13,-9.36E-06,1.509312212e-15,1.3280884405e-4
0.8125,-4.23E-12,-0.734169705,1.238660196e-13,-9.37E-06,1.238660197e-13,-9.37E-06,9.508966360e-16,1.3289062605e-4
0.813,-2.45E-12,-0.733717989,1.207226044e-13,-9.38E-06,1.207226043e-13,-9.38E-06,3.779950764e-16,1.3297240806e-4
0.8135,-1.43E-14,-0.73326683,1.401855432e-18,-9.38E-06,6.543224841e-19,-9.38E-06,-2.54E-18,1.3305419007e-4
0.814,-4.22E-12,-0.73281623,1.168777983e-13,-9.39E-06,1.168777982e-13,-9.39E-06,-7.88E-16,1.3313597209e-4
0.8145,-4.21E-12,-0.732366183,1.152177028e-13,-9.39E-06,1.152177028e-13,-9.39E-06,-1.38E-15,1.3321775411e-4
0.815,-4.20E-12,-0.731916688,1.135626555e-13,-9.40E-06,1.135626555e-13,-9.40E-06,-1.96E-15,1.3329953614e-4
0.8155,-4.20E-12,-0.731467744,1.119115305e-13,-9.40E-06,1.119115305e-13,-9.40E-06,-2.55E-15,1.3338131817e-4
0.816,-4.20E-12,-0.73101935,1.102662311e-13,-9.41E-06,1.102662311e-13,-9.41E-06,-3.13E-15,1.3346310021e-4
0.8165,-4.19E-12,-0.730571506,1.086247450e-13,-9.42E-06,1.086247449e-13,-9.42E-06,-3.13E-15,1.3354488226e-4
0.817,-4.18E-12,-0.730124209,1.069888670e-13,-9.42E-06,1.069888670e-13,-9.42E-06,-3.13E-15,1.3362666431e-4
0.8175,-4.18E-12,-0.72967746,1.053579257e-13,-9.43E-06,1.053579257e-13,-9.43E-06,-3.13E-15,1.3370844637e-4
0.818,-4.17E-12,-0.729231256,1.037316817e-13,-9.43E-06,1.037316816e-13,-9.43E-06,-3.13E-15,1.3379022844e-4
0.8185,-4.17E-12,-0.728785598,1.021108122e-13,-9.44E-06,1.021108123e-13,-9.44E-06,-3.13E-15,1.3387201051e-4
0.819,-4.16E-12,-0.728340483,1.004942737e-13,-9.45E-06,1.004942738e-13,-9.45E-06,-3.13E-15,1.3395379258e-4
0.8195,-4.16E-12,-0.727895912,9.888282148e-14,-9.45E-06,9.888282156e-14,-9.45E-06,-3.13E-15,1.3403557466e-4
0.82,-4.15E-12,-0.727451883,9.727680835e-14,-9.46E-06,9.727680832e-14,-9.46E-06,-3.13E-15,1.3411735675e-4
0.8205,-4.15E-12,-0.727008395,9.567550723e-14,-9.46E-06,9.567550716e-14,-9.46E-06,-3.14E-15,1.3419913884e-4
0.821,-4.14E-12,-0.726565446,9.407968039e-14,-9.47E-06,9.407968047e-14,-9.47E-06,-3.14E-15,1.3428092094e-4
0.8215,-4.14E-12,-0.726123037,9.248898382e-14,-9.47E-06,9.248898389e-14,-9.47E-06,-3.14E-15,1.3436270305e-4
0.822,-4.13E-12,-0.725681166,9.090312255e-14,-9.48E-06,9.090312246e-14,-9.48E-06,-3.14E-15,1.3444448516e-4
0.8225,-4.13E-12,-0.725239832,8.932265793e-14,-9.49E-06,8.932265793e-14,-9.49E-06,-3.14E-15,1.3452626728e-4
0.823,-4.12E-12,-0.724799035,8.774699381e-14,-9.49E-06,8.774699385e-14,-9.49E-06,-3.14E-15,1.3460804940e-4
0.8235,-4.12E-12,-0.724358772,8.617615513e-14,-9.50E-06,8.617615510e-14,-9.50E-06,-3.14E-15,1.3468983153e-4
0.824,-4.11E-12,-0.723919044,8.461134989e-14,-9.50E-06,8.461134992e-14,-9.50E-06,-3.14E-15,1.3477161366e-4
0.8245,-4.11E-12,-0.723479848,8.305127760e-14,-9.51E-06,8.305127754e-14,-9.51E-06,-3.14E-15,1.3485339580e-4
0.825,-4.11E-12,-0.723041186,8.149695156e-14,-9.51E-06,8.149695154e-14,-9.51E-06,-3.14E-15,1.3493517795e-4
0.8255,-4.10E-12,-0.722603054,7.994753332e-14,-9.52E-06,7.994753328e-14,-9.52E-06,-3.14E-15,1.3501696010e-4
0.826,-4.09E-12,-0.722165453,7.840272325e-14,-9.53E-06,7.840272321e-14,-9.53E-06,-3.14E-15,1.3509874226e-4
0.8265,-4.09E-12,-0.721728381,7.686431052e-14,-9.53E-06,7.686431054e-14,-9.53E-06,-3.14E-15,1.3518052443e-4
0.827,-4.08E-12,-0.721291837,7.533054178e-14,-9.54E-06,7.533054182e-14,-9.54E-06,-3.14E-15,1.3526230660e-4
0.8275,-4.08E-12,-0.720855821,7.380271983e-14,-9.54E-06,7.380271985e-14,-9.54E-06,-3.14E-15,1.3534408877e-4
0.828,-4.07E-12,-0.720420331,7.228035103e-14,-9.55E-06,7.228035099e-14,-9.55E-06,-3.14E-15,1.3542587096e-4
0.8285,-4.07E-12,-0.719985367,7.076254882e-14,-9.55E-06,7.076254882e-14,-9.55E-06,-3.14E-15,1.3550765314e-4
0.829,-4.06E-12,-0.719550927,6.925040431e-14,-9.56E-06,6.925040433e-14,-9.56E-06,-3.14E-15,1.3558943534e-4
0.8295,-4.06E-12,-0.719117012,6.774355149e-14,-9.57E-06,6.774355146e-14,-9.57E-06,-3.14E-15,1.3567121754e-4
0.83,-4.05E-12,-0.718683618,6.624234134e-14,-9.57E-06,6.624234134e-14,-9.57E-06,-3.14E-15,1.3575299974e-4
0.8305,-4.05E-12,-0.718250747,6.474712987e-14,-9.58E-06,6.474712990e-14,-9.58E-06,-3.14E-15,1.3583478196e-4
0.831,-4.04E-12,-0.717818396,6.325683983e-14,-9.58E-06,6.325683986e-14,-9.58E-06,-3.14E-15,1.3591656417e-4
0.8315,-4.04E-12,-0.717386565,6.177146021e-14,-9.59E-06,6.177146014e-14,-9.59E-06,-3.14E-15,1.3599834640e-4
0.832,-4.03E-12,-0.716955253,6.029234985e-14,-9.60E-06,6.029234985e-14,-9.60E-06,-3.14E-15,1.3608012863e-4
0.8325,-4.03E-12,-0.716524459,5.881889288e-14,-9.60E-06,5.881889291e-14,-9.60E-06,-3.14E-15,1.3616191086e-4
0.833,-4.02E-12,-0.716094182,5.735081103e-14,-9.61E-06,5.735081106e-14,-9.61E-06,-3.14E-15,1.3624369310e-4
0.8335,-4.02E-12,-0.715664421,5.588766121e-14,-9.61E-06,5.588766122e-14,-9.61E-06,-3.14E-15,1.3632547535e-4
0.834,-4.02E-12,-0.715235176,5.443075018e-14,-9.62E-06,5.443075022e-14,-9.62E-06,-3.14E-15,1.3640725761e-4
0.8345,-4.01E-12,-0.714806444,5.297941564e-14,-9.62E-06,5.297941561e-14,-9.62E-06,-3.14E-15,1.3648903987e-4
0.835,-4.01E-12,-0.714378226,5.153357230e-14,-9.63E-06,5.153357226e-14,-9.63E-06,-3.14E-15,1.3657082213e-4
0.8355,-4.00E-12,-0.713950521,5.009282446e-14,-9.64E-06,5.009282459e-14,-9.64E-06,-3.14E-15,1.3665260440e-4
0.836,-4.00E-12,-0.713523327,4.865883131e-14,-9.64E-06,4.865883134e-14,-9.64E-06,-3.14E-15,1.3673438668e-4
0.8365,-3.99E-12,-0.713096643,4.722968907e-14,-9.65E-06,4.722968909e-14,-9.65E-06,-3.14E-15,1.3681616896e-4
0.837,-3.99E-12,-0.712670469,4.580674037e-14,-9.65E-06,4.580674041e-14,-9.65E-06,-3.14E-15,1.3689795125e-4
0.8375,-3.98E-12,-0.712244804,4.438939610e-14,-9.66E-06,4.438939605e-14,-9.66E-06,-3.14E-15,1.3697973355e-4
0.838,-3.98E-12,-0.711819647,4.297805563e-14,-9.66E-06,4.297805563e-14,-9.66E-06,-3.14E-15,1.3706151585e-4
0.8385,-3.97E-12,-0.711394997,4.157168908e-14,-9.67E-06,4.157168913e-14,-9.67E-06,-3.14E-15,1.3714329816e-4
0.839,-3.97E-12,-0.710970852,4.017164228e-14,-9.68E-06,4.017164232e-14,-9.68E-06,-3.14E-15,1.3722508047e-4
0.8395,-3.96E-12,-0.710547213,3.877716660e-14,-9.68E-06,3.877716657e-14,-9.68E-06,-3.14E-15,1.3730686279e-4
0.84,-3.96E-12,-0.710124078,3.738872311e-14,-9.69E-06,3.738872315e-14,-9.69E-06,-3.14E-15,1.3738864512e-4
0.8405,-3.95E-12,-0.709701447,3.600580104e-14,-9.69E-06,3.600580093e-14,-9.69E-06,-3.14E-15,1.3747042745e-4
